"","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","pickup_date","pickup_hour","pickup_month","pickup_year","pickup_day_of_week","pickup_day","trip_distance"
"7403",4.9,-73.981019,40.744811,-73.9773,40.750697,3,"422",23,2,2010,7,27,0.451379052497189
"7404",5,-73.996341,40.739808,-73.995197,40.749824,1,"1635",3,6,2013,5,27,0.695403066776814
"7405",21.5,-73.983187,40.692067,-73.924163,40.620897,1,"1690",2,8,2013,4,21,5.81617561186674
"7406",17.5,-73.99034119,40.73112488,-73.96012115,40.76197052,1,"2341",17,6,2015,5,4,2.65711650208204
"7407",7.7,-73.997652,40.765238,-73.992062,40.750063,5,"290",8,10,2009,7,17,1.08976260619383
"7408",12.9,-73.980841,40.738065,-73.978448,40.681247,1,"735",1,1,2011,6,7,3.9321446211638
"7409",2.5,-73.960443,40.761375,-73.960443,40.761375,1,"746",16,1,2011,3,18,0
"7410",4.9,-73.999843,40.761492,-73.988178,40.764442,1,"1299",1,7,2012,5,26,0.64430787542204
"7412",21.7,-73.966775,40.763614,-73.895463,40.832143,1,"249",10,9,2009,1,6,6.0343498865744
"7413",9.3,-73.978028,40.764572,-73.999762,40.745852,1,"577",18,8,2010,1,1,1.72440465923224
"7414",5.3,-73.993913,40.732828,-73.99181,40.737194,1,"764",11,2,2011,7,5,0.321485826901525
"7415",5.5,-73.96793,40.76785,-73.96631,40.76063,1,"2103",0,10,2014,4,8,0.506573021501258
"7416",4.5,-73.94965,40.772722,-73.951767,40.78197,1,"82",17,3,2009,2,23,0.649230728123692
"7417",13.5,-73.9916153,40.74966812,-73.98167419,40.7247963,1,"2258",21,3,2015,6,13,1.79756830821477
"7418",16.8,-73.973868,40.678793,-73.94714,40.780038,5,"269",0,9,2009,7,26,7.14195452888432
"7419",10.1,-73.973102,40.764128,-73.964815,40.791515,5,"345",14,12,2009,6,11,1.94347251863143
"7421",11.3,-73.958043,40.717625,-73.992927,40.697618,1,"867",0,5,2011,6,20,2.29366512379891
"7422",9.3,-73.969841,40.759958,-73.971798,40.744274,1,"1320",17,8,2012,5,16,1.0897093808645
"7423",8.1,-73.984264,40.762024,-73.981488,40.778978,1,"1319",19,8,2012,4,15,1.18170242414449
"7424",18.5,-73.954802,40.78933,-74.006332,40.748507,3,"1654",20,7,2013,3,16,3.90650052113236
"7425",4,-73.992835,40.753047,-73.99296,40.756302,5,"2017",9,7,2014,2,14,0.225245955267985
"7426",4.9,-74.004135,40.744998,-74.004135,40.744998,1,"1287",8,7,2012,7,14,0
"7427",8,-73.992881,40.742248,-73.99972,40.720534,2,"1507",18,2,2013,3,19,1.5441586878722
"7428",13,-73.989882,40.742668,-73.988812,40.757517,1,"1564",16,4,2013,4,17,1.02864533976896
"7429",14,-73.950642,40.779483,-73.995598,40.759858,2,"1960",21,5,2014,1,18,2.71827727259962
"7430",9,-73.995447,40.744112,-74.003145,40.731505,1,"1508",17,2,2013,4,20,0.960845990521991
"7431",4.9,-73.955621,40.779871,-73.950849,40.77115,2,"134",18,5,2009,5,14,0.652975896094052
"7432",5.7,-73.980262,40.754385,-73.990175,40.737353,1,"238",16,8,2009,4,26,1.2875647799158
"7433",6.5,-73.987308,40.744772,-73.973613,40.759432,5,"518",16,6,2010,5,3,1.24227686088009
"7434",16.9,-73.982091,40.7707,-73.94171,40.847674,2,"340",14,12,2009,1,6,5.72871986132037
"7435",5.7,-74.006255,40.733632,-73.992445,40.732195,4,"1004",8,10,2011,4,5,0.730640916655541
"7436",16.1,-73.960043,40.7796,-73.998718,40.731232,1,"1012",12,10,2011,5,13,3.91150791073957
"7437",6.5,-73.974955,40.790493,-73.976183,40.775994,1,"1108",12,1,2012,3,17,1.0049665426957
"7438",6.1,-73.964528,40.807297,-73.974091,40.791778,1,"1250",18,6,2012,5,7,1.18450759573061
"7439",7.3,-73.9916,40.751503,-73.987752,40.76055,2,"1291",9,7,2012,4,18,0.657465956338947
"7440",12.89,-73.969156,40.79095,-73.870749,40.774087,1,"376",6,1,2010,2,11,5.28447188114667
"7441",8.1,-73.979565,40.744672,-74.002835,40.727505,1,"525",8,6,2010,5,10,1.70222004336437
"7442",5.7,-73.994545,40.751093,-73.982402,40.762032,6,"856",13,5,2011,2,9,0.988605921214741
"7443",12.5,-73.991524,40.750052,-74.008341,40.704665,1,"1116",18,1,2012,4,25,3.2608675400852
"7444",18,-73.989803,40.729962,-73.99489,40.755565,5,"1969",12,5,2014,3,27,1.79093158410471
"7445",5.7,-73.948098,40.77479,-73.96143,40.764551,1,"1318",8,8,2012,3,14,0.994673732884496
"7446",9.5,-73.989073,40.741662,-73.974227,40.759202,1,"1558",8,4,2013,5,11,1.44124418583256
"7447",6,-73.963092,40.77813,-73.975647,40.781787,1,"1998",19,6,2014,4,25,0.704576388163601
"7448",15,-73.98297119,40.76709747,-74.00637054,40.72221756,1,"2283",15,4,2015,3,7,3.33779141976636
"7449",8,-73.963174,40.771941,-73.973759,40.755441,1,"2053",18,8,2014,3,19,1.26891065244369
"7450",4.9,-73.986495,40.739927,-73.977476,40.751971,1,"493",11,5,2010,1,9,0.957824453964554
"7451",8.5,-73.960085,40.775637,-73.972056,40.765598,1,"1629",11,6,2013,6,21,0.935657334180595
"7452",6.9,-73.977745,40.739792,-73.992232,40.730752,5,"166",17,6,2009,2,15,0.983641151700324
"7453",20.07,-73.98324,40.721182,-73.901018,40.88441,5,"1064",4,12,2011,1,4,12.0835272347142
"7454",9,-73.973237,40.752907,-73.988476,40.75621,2,"1916",23,4,2014,6,4,0.830532095459765
"7455",13.5,-73.99792,40.725995,-73.98747,40.765387,1,"1527",21,3,2013,2,11,2.77926009958135
"7456",16.05,-73.862465,40.768895,-73.780237,40.725572,6,"1531",22,3,2013,6,15,5.24860825158333
"7457",7.5,-73.960655,40.7782,-73.968552,40.764672,1,"2112",9,10,2014,6,17,1.02310470491585
"7458",6.5,-73.973282,40.758983,-73.960427,40.774357,1,"256",18,9,2009,1,13,1.25873740923551
"7460",12.5,-73.985883,40.757698,-73.958015,40.803393,2,"308",0,11,2009,4,4,3.48151616214748
"7461",8,-74.003927,40.738265,-73.97929,40.744002,4,"1431",0,12,2012,4,5,1.35078888538239
"7462",7.5,-73.98605347,40.74105835,-73.99027252,40.74836731,1,"2363",17,6,2015,6,26,0.551799649816334
"7463",6.5,-73.986473,40.762435,-73.968942,40.762305,2,"787",19,2,2011,2,28,0.91852062243912
"7464",12.29,-73.863683,40.769667,-73.97194,40.757161,2,"910",13,7,2011,7,2,5.73725456970526
"7465",7.5,-73.977046,40.758747,-73.992156,40.737683,1,"1842",14,1,2014,2,20,1.65826409754684
"7466",9,-73.973459,40.795223,-73.955802,40.777919,1,"1875",19,2,2014,7,22,1.51254352103951
"7467",4.9,-73.973063,40.758437,-73.984753,40.758978,1,"1130",15,2,2012,4,8,0.613633296688342
"7468",8.5,-73.992879,40.730183,-73.992083,40.749051,1,"1981",14,6,2014,1,8,1.305779821263
"7469",9.14,-73.783378,40.648638,-73.988893,40.688957,1,"936",21,7,2011,5,28,11.1372330088653
"7470",4.5,-73.980123,40.762032,-73.981353,40.764838,1,"1204",21,4,2012,1,22,0.2045108899486
"7471",5.7,-73.985557,40.74409,-73.973729,40.743807,1,"534",12,6,2010,7,19,0.620168223075863
"7472",10.15,-73.7768,40.645245,-73.965755,40.770987,1,"1056",18,11,2011,7,26,13.1837869367272
"7473",16,-73.978233,40.745615,-73.964469,40.802343,1,"1416",2,11,2012,3,20,3.98960553956886
"7474",7.7,-73.98469,40.760603,-73.992886,40.757913,1,"365",13,12,2009,5,31,0.468000546687734
"7475",12,-73.98395,40.755952,-73.980218,40.765347,1,"1972",0,5,2014,6,30,0.678637460506512
"7476",10.5,-74.006673,40.747078,-73.967136,40.770039,1,"575",2,7,2010,6,30,2.61030341584628
"7477",11.3,-73.971735,40.797165,-73.985474,40.762052,1,"1152",9,3,2012,5,1,2.53315678958884
"7478",18.1,-73.960792,40.772425,-73.994388,40.710557,1,"154",16,6,2009,4,3,4.62750400457578
"7479",7.7,-73.95624,40.775725,-73.955884,40.764657,3,"288",8,10,2009,5,15,0.765808690317831
"7480",4.9,-73.963525,40.757703,-73.962333,40.764589,1,"596",12,8,2010,6,20,0.480386391212479
"7481",9.5,-73.990357,40.718922,-73.979882,40.74566,1,"1587",15,5,2013,6,10,1.92926343931845
"7482",16.1,-73.997576,40.761016,-73.998619,40.728387,2,"304",23,10,2009,7,31,2.25763333965996
"7483",6.9,-73.959462,40.799065,-73.938678,40.800803,2,"668",12,10,2010,1,31,1.09491062278206
"7484",11.3,-73.98812,40.760355,-73.952009,40.784308,1,"1161",14,3,2012,7,10,2.51463668380667
"7485",9.3,-73.977108,40.749262,-73.983567,40.757122,2,"1210",19,4,2012,7,28,0.64041725292234
"7486",10,-73.978893,40.762104,-73.986246,40.75376,1,"1647",14,7,2013,3,9,0.693931019084195
"7487",11.7,-74.003338,40.72659,-73.957263,40.770745,1,"226",3,8,2009,6,14,3.89330922448827
"7488",8.9,-73.981702,40.772047,-73.99813,40.76076,1,"485",15,5,2010,7,1,1.16199587492046
"7489",4.9,-73.950995,40.782778,-73.969545,40.785497,1,"620",23,9,2010,2,13,0.989581969212543
"7490",10.1,-73.966107,40.758106,-73.9879,40.721001,1,"914",23,7,2011,4,6,2.80924614832935
"7491",11.3,-73.995046,40.740062,-73.971272,40.760621,2,"1296",17,7,2012,2,23,1.89057882464288
"7492",9.5,-73.996868,40.747125,-73.998388,40.72295,1,"2156",21,11,2014,1,30,1.67409898439354
"7493",5.7,-73.981471,40.780948,-73.966071,40.790022,1,"376",18,1,2010,2,11,1.02199467050366
"7494",5.3,-73.982085,40.728041,-73.979321,40.735931,2,"729",2,1,2011,7,1,0.564659114757536
"7495",6.5,-73.97043,40.796735,-73.982321,40.777169,1,"761",20,2,2011,4,2,1.48979982801005
"7496",8.5,-74.000815,40.762159,-73.979508,40.762384,2,"2053",14,8,2014,3,19,1.11641731125698
"7497",8.5,-73.985872,40.758799,-73.987421,40.739891,2,"110",18,4,2009,2,20,1.31039646651461
"7498",15,-73.962186,40.779244,-73.985627,40.745483,1,"2154",19,11,2014,6,28,2.63851387415145
"7499",6.9,-73.983335,40.771148,-73.991733,40.759718,1,"1029",19,10,2011,1,30,0.904793126017178
"7500",9.7,-73.776717,40.645305,-73.982352,40.748455,1,"1506",10,2,2013,2,18,12.9307914351862
"7501",7,-73.976421,40.788582,-73.966837,40.807554,1,"1725",19,9,2013,4,25,1.40499255369573
"7502",7,-73.985562,40.741712,-73.990077,40.749637,1,"1784",19,11,2013,7,23,0.597061259618533
"7503",8.5,-73.958822,40.774958,-73.986828,40.750252,1,"76",7,3,2009,3,17,2.25240728519703
"7504",17.81,-73.97294,40.685936,-73.918031,40.758565,2,"1869",0,2,2014,1,16,5.7900221115682
"7505",8.9,-73.997703,40.724238,-74.01066,40.708578,3,"29",20,1,2009,5,29,1.27859660342024
"7506",11.4,-73.993662,40.758839,-73.961614,40.778549,2,"73",0,3,2009,7,14,2.16272799929525
"7507",8.9,-73.983358,40.77119,-73.978288,40.752507,1,"232",17,8,2009,5,20,1.31933324303963
"7508",6.1,-73.971957,40.756715,-73.962117,40.765422,5,"389",0,1,2010,1,24,0.792788293072819
"7509",15.3,-74.007093,40.705342,-73.971447,40.76055,1,"1306",11,8,2012,5,2,4.25133979266047
"7510",5,-73.996225,40.740378,-73.988079,40.745113,1,"1388",10,10,2012,3,23,0.538072261515086
"7511",14.23,-73.87287,40.773982,-73.973835,40.75496,3,"1806",21,12,2013,1,15,5.45073838571947
"7512",5,-73.95521,40.768867,-73.961667,40.776237,1,"1813",22,12,2013,1,22,0.611793029199564
"7513",5.3,-73.978411,40.748247,-73.971467,40.757388,1,"732",8,1,2011,3,4,0.729509253028093
"7514",4.5,-73.981198,40.779148,-73.972858,40.790597,4,"899",14,6,2011,3,21,0.904408253456795
"7515",11,-74.01091,40.71649,-74.00514,40.75223,1,"2098",13,10,2014,6,3,2.49059137265234
"7516",14.5,-73.96788788,40.77131271,-73.99118805,40.75022125,1,"2319",11,5,2015,4,13,1.90228351720569
"7517",13.34,-73.96509,40.759477,-73.917215,40.792492,1,"1962",17,5,2014,3,20,3.39173661046025
"7518",6.1,-73.991148,40.739784,-73.978318,40.751107,1,"349",21,12,2009,3,15,1.03222814797263
"7519",13.3,-73.955761,40.765995,-73.993483,40.750245,1,"362",13,12,2009,2,28,2.25681116664783
"7520",10.1,-73.97203,40.761758,-73.987473,40.728475,1,"456",6,4,2010,6,2,2.44031195474047
"7521",6.9,-73.9751,40.7552,-73.98,40.7659,0,"886",13,6,2011,4,8,0.783387329208015
"7522",3.7,-73.962885,40.717277,-73.964337,40.71316,5,"1301",21,7,2012,7,28,0.294775409708619
"7523",6,-73.992735,40.724375,-74.004121,40.730139,1,"1808",23,12,2013,3,17,0.71776473205352
"7524",12.1,-73.98367,40.721493,-73.986305,40.750373,1,"939",1,7,2011,1,31,2.0024188106168
"7525",5,-73.970458,40.761093,-73.973662,40.764563,1,"1497",14,2,2013,7,9,0.292896261516953
"7527",8,-73.985103,40.746277,-74.008319,40.732685,2,"1777",0,11,2013,7,16,1.53765292402027
"7528",11.7,-74.008467,40.745337,-73.975383,40.748948,3,"1089",20,12,2011,5,29,1.7516197863707
"7529",6.5,-73.970387,40.757252,-73.953487,40.778492,4,"1287",23,7,2012,7,14,1.71532575339397
"7530",4.1,-73.988399,40.77644,-73.981226,40.78087,1,"557",17,7,2010,2,12,0.484826844197652
"7531",9.3,-74.001648,40.739357,-73.970575,40.751867,2,"772",20,2,2011,1,13,1.84401445122345
"7532",11.13,-73.78259,40.644552,-73.967177,40.793462,2,"1850",7,1,2014,3,28,14.1329621161112
"7533",4.9,-73.985107,40.736065,-73.97405,40.751635,2,"907",6,6,2011,4,29,1.22297653345133
"7534",12,-73.991108,40.732937,-73.997492,40.736605,5,"1383",11,10,2012,5,18,0.419922048801763
"7535",10,-74.002593,40.730252,-73.97917,40.75779,1,"1933",21,4,2014,2,21,2.26608125087728
"7536",10.9,-73.981963,40.762884,-74.000816,40.725939,1,"301",20,10,2009,4,28,2.73985359077609
"7537",21,-73.993487,40.749525,-74.010977,40.709745,1,"2132",9,11,2014,5,6,2.90031901108432
"7538",8.5,-73.95511,40.786025,-73.979937,40.778027,1,"62",11,3,2009,3,3,1.41313364047499
"7539",15.7,-73.960002,40.762477,-73.99918,40.723567,1,"287",18,10,2009,4,14,3.3851761089641
"7541",4.9,-73.969372,40.768606,-73.982339,40.771463,1,"255",10,9,2009,7,12,0.707445788460631
"7542",5.7,-73.96712,40.766798,-73.95479,40.777957,1,"871",19,5,2011,3,24,1.00646293249713
"7543",7,-73.96808,40.792267,-73.982357,40.772628,1,"1429",17,12,2012,2,3,1.55065384818109
"7544",10,-73.961226,40.806704,-73.953958,40.784791,3,"1633",15,6,2013,3,25,1.56278955470958
"7545",7.3,-73.975117,40.752797,-73.956407,40.764567,2,"60",16,3,2009,1,1,1.27428896772368
"7546",9.3,-73.95362,40.791092,-73.95482,40.76551,1,"1125",16,2,2012,6,3,1.77064145162347
"7547",6.1,-73.97847,40.754212,-73.961547,40.759013,1,"1147",22,2,2012,7,25,0.946846644918576
"7548",5.5,-73.980253,40.748495,-73.972207,40.755322,1,"1874",7,2,2014,6,21,0.633051234075806
"7549",19.33,-73.98890686,40.74464035,-73.95623779,40.74760056,5,"2227",3,2,2015,3,10,1.72420364586351
"7550",5.5,-73.97545624,40.75137711,-73.98188019,40.74233627,1,"2301",20,4,2015,7,25,0.710213355688903
"7551",4.9,-73.952476,40.784007,-73.963742,40.774249,1,"459",11,4,2010,2,5,0.896545213369099
"7552",10.9,-73.948053,40.72428,-73.985903,40.726947,1,"515",17,5,2010,2,31,1.99267483475179
"7553",6.5,-73.99414825,40.75115585,-74.0066452,40.74422073,1,"2325",12,5,2015,3,19,0.811779609928505
"7554",6.9,-73.996072,40.743482,-74.00292,40.724492,1,"1314",21,8,2012,6,10,1.36170856506899
"7555",17.55,-73.978667,40.762397,-73.845917,40.75448,1,"1557",18,4,2013,4,10,6.97691654412019
"7556",16,-73.995819,40.759323,-74.002236,40.72423,1,"1569",9,4,2013,2,22,2.45059360618338
"7557",15.5,-74.003898,40.74788,-73.964947,40.76387,1,"1998",22,6,2014,4,25,2.3213381680787
"7558",8.1,-73.953303,40.77574,-73.97866,40.761557,5,"543",7,6,2010,2,28,1.65136797707826
"7559",7.3,-73.978608,40.763152,-73.989333,40.751473,1,"590",16,8,2010,7,14,0.984069387555372
"7560",10.9,-73.980102,40.785648,-73.952266,40.789806,2,"726",7,12,2010,4,29,1.48591580179685
"7561",8.87,-73.77676,40.645262,-73.978198,40.777163,1,"805",16,3,2011,6,18,13.9568081085894
"7562",4.9,-73.983584,40.74616,-73.981473,40.754462,1,"1198",9,4,2012,2,16,0.584812537461159
"7563",8.5,-73.976402,40.780825,-73.966033,40.804952,1,"1949",17,5,2014,4,7,1.75499712894503
"7564",8.5,-73.993941,40.717794,-73.996925,40.737241,1,"1987",9,6,2014,7,14,1.35422687681779
"7565",6.06,-73.987756,40.738458,-73.968253,40.787992,1,"2176",18,12,2014,7,20,3.57541374597753
"7566",4.5,-74.005154,40.721839,-73.998154,40.735449,1,"845",23,4,2011,5,28,1.01039345259585
"7567",5.3,-74.001935,40.740503,-73.990639,40.755751,1,"289",0,10,2009,6,16,1.20947073805554
"7568",20,-73.955032,40.765447,-73.977321,40.787524,1,"1764",11,11,2013,1,3,1.92225226885145
"7569",6.1,-73.990761,40.734544,-74.004415,40.721268,2,"428",23,3,2010,6,5,1.16428386994585
"7570",14.91,-73.95445,40.78575,-74.01129,40.70223,1,"2136",13,11,2014,2,10,6.49987237561685
"7571",12.5,-74.006338,40.739653,-73.964053,40.773653,3,"123",11,5,2009,1,3,3.2310565373238
"7572",11.7,-73.987646,40.731065,-73.983591,40.765765,2,"537",19,6,2010,3,22,2.40961179026429
"7573",5.7,-73.967918,40.762658,-73.977338,40.758343,5,"757",15,1,2011,7,29,0.576775093206559
"7574",5.5,-73.951679,40.769752,-73.96039,40.778642,1,"1801",7,12,2013,3,10,0.765733249139522
"7575",5.5,-73.977475,40.784342,-73.967217,40.792692,1,"2167",18,12,2014,5,11,0.788796666755324
"7576",6.1,-74.006536,40.732937,-74.006069,40.723729,1,"348",10,12,2009,2,14,0.637394277081144
"7577",12.75,-73.86358,40.769192,-73.99223,40.742582,1,"1656",11,7,2013,5,18,6.98761375803266
"7578",7.5,-73.966537,40.76199,-73.951252,40.771585,3,"1754",18,10,2013,5,24,1.04004430648522
"7579",10,-73.99458,40.750182,-73.978715,40.777395,2,"1771",21,11,2013,1,10,2.05768460618244
"7580",13,-73.961642,40.760765,-73.981165,40.729302,1,"1846",17,1,2014,6,24,2.40480993810086
"7581",12.97,-73.98977,40.735527,-73.964848,40.802477,4,"1660",11,7,2013,2,22,4.81149608849155
"7582",4.5,-73.99564362,40.74503326,-74.00526428,40.74810028,1,"2189",13,1,2015,6,2,0.546978418277351
"7583",4.5,-73.982985,40.75694,-73.989807,40.748513,1,"660",1,10,2010,7,23,0.683781502993957
"7584",10.1,-73.982393,40.774628,-74.007759,40.732736,1,"693",17,11,2010,5,25,3.18798894556108
"7585",6.1,-74.003893,40.725645,-73.997069,40.74655,1,"861",8,5,2011,7,14,1.48958991918424
"7586",8.9,-73.979185,40.744626,-73.996576,40.762615,2,"1131",6,2,2012,5,9,1.54230692872657
"7587",5.3,-73.965111,40.755957,-73.966989,40.760279,1,"1167",7,3,2012,6,16,0.3147327649937
"7588",7.5,-73.97109222,40.75829315,-73.98535156,40.73867798,1,"2190",18,1,2015,7,3,1.54894791303168
"7589",9.3,-74.007988,40.737547,-73.971662,40.757862,2,"336",5,12,2009,4,2,2.36606717729451
"7590",9.3,-73.981657,40.732562,-73.98554,40.756868,1,"1021",13,10,2011,7,22,1.69353352156016
"7591",6,-73.974352,40.762159,-73.966574,40.76708,1,"1706",13,9,2013,6,6,0.5309530115927
"7592",9.3,-73.974746,40.742088,-73.952446,40.780655,1,"181",3,6,2009,3,30,2.91233634002332
"7593",9.7,-73.980947,40.781875,-73.981943,40.77566,1,"252",9,9,2009,4,9,0.433049922288134
"7594",10.9,-74.014667,40.718073,-73.99479,40.750148,5,"1126",11,2,2012,7,4,2.45108580492216
"7595",6.1,-74.004065,40.73824,-73.978015,40.754862,3,"1180",6,3,2012,5,29,1.78479831239379
"7596",7,-73.950272,40.77216,-73.963642,40.761802,3,"1346",8,9,2012,3,11,1.00196173936678
"7597",6.5,-73.968822,40.639497,-73.975737,40.65801,2,"1748",0,10,2013,6,18,1.33098790439356
"7598",14.5,-73.994374,40.751157,-74.009699,40.710156,1,"1177",8,3,2012,2,26,2.94763489077811
"7599",20.63,-73.986946,40.761471,-73.790103,40.64685,1,"1565",6,4,2013,5,18,13.015456103178
"7600",13.18,-73.98432,40.743382,-73.800102,40.783425,2,"271",21,9,2009,2,28,10.0409035245189
"7601",15.7,-73.983615,40.725901,-73.970211,40.787344,2,"412",1,2,2010,4,17,4.30769458035376
"7602",17.3,-73.992063,40.725942,-73.973623,40.759634,1,"636",11,9,2010,4,29,2.52292104891057
"7603",7.5,-73.968742,40.767363,-73.968524,40.786276,1,"1402",11,11,2012,3,6,1.30827575052353
"7604",13,-73.994947,40.727739,-73.98268,40.769251,1,"1509",23,2,2013,5,21,2.94248946892641
"7605",9,-73.992375,40.724496,-73.990651,40.750103,1,"1535",21,3,2013,3,19,1.77355794697151
"7606",13.3,-73.984927,40.736575,-73.971945,40.782038,1,"498",17,5,2010,6,14,3.21742684955836
"7607",12.56,-73.968324,40.762148,-73.831985,40.71461,1,"695",23,11,2010,7,27,7.86587388217142
"7608",12.1,-73.960973,40.798437,-73.995145,40.750405,1,"968",8,8,2011,3,30,3.77392318233047
"7609",9.7,-73.976695,40.75086,-74.006679,40.743712,1,"1000",13,10,2011,7,1,1.64722125733608
"7610",5.5,-73.976207,40.7882,-73.972947,40.795715,1,"1936",9,4,2014,5,24,0.547134559107423
"7611",6.5,-73.98258,40.761702,-73.987658,40.750952,1,"1955",19,5,2014,3,13,0.789754121022915
"7612",13,-73.96772003,40.76297379,-73.92168427,40.76345444,1,"2190",0,1,2015,7,3,2.41208420541984
"7613",7.7,-73.985701,40.757692,-74.00066,40.733914,1,"174",18,6,2009,3,23,1.82200614002024
"7614",9.7,-73.948447,40.782532,-73.97449,40.756482,1,"1236",7,5,2012,5,24,2.26011358322129
"7615",7,-73.950872,40.729102,-73.954025,40.742167,1,"1714",14,9,2013,7,14,0.918701055633496
"7616",10,-73.964773,40.770827,-73.975145,40.756012,1,"1783",14,11,2013,6,22,1.15992322910406
"7617",21.5,-73.962375,40.77342,-73.99753,40.723122,1,"1929",8,4,2014,5,17,3.93678022892449
"7618",7.5,-74.00631714,40.73316574,-73.98865509,40.73132324,1,"2355",19,6,2015,5,18,0.934493266568047
"7619",7,-73.98432159,40.74568176,-73.98109436,40.76290894,1,"2331",1,5,2015,2,25,1.20355507357735
"7620",21.7,-73.977828,40.748708,-73.865372,40.770758,1,"879",11,6,2011,4,1,6.08618949228779
"7621",6.5,-73.992012,40.749683,-73.979842,40.739998,1,"1115",8,1,2012,3,24,0.924957203973824
"7622",10.5,-73.95130157,40.78610229,-73.92925262,40.80825424,1,"2266",8,3,2015,7,21,1.91856230021335
"7623",4.9,-73.972863,40.756037,-73.972572,40.756348,1,"318",21,11,2009,7,14,0.0263676382417021
"7624",13.95,-73.98501587,40.76755142,-73.88470459,40.75223923,1,"2287",22,4,2015,7,11,5.36132257100776
"7625",3.7,-73.972856,40.764443,-73.979608,40.761889,1,"342",7,12,2009,3,8,0.395403637933231
"7626",16.5,-73.885235,40.772828,-73.94088,40.753131,1,"1043",16,11,2011,1,13,3.2179608169938
"7627",8.5,-73.987802,40.75499,-73.978677,40.752175,4,"1991",18,6,2014,4,18,0.516263940707304
"7628",10.5,-73.980652,40.774922,-73.980877,40.744732,1,"546",7,7,2010,5,1,2.08829745288099
"7629",4.5,-73.99823,40.750903,-73.988162,40.744875,1,"563",8,7,2010,1,18,0.672466501678231
"7630",4.9,-73.974291,40.763269,-73.983726,40.758812,4,"946",12,8,2011,1,7,0.582581925784761
"7631",5,-73.987032,40.729602,-73.975363,40.72528,1,"1864",4,2,2014,3,11,0.680826751749579
"7632",13.5,-73.966317,40.758584,-73.974496,40.746939,1,"2035",8,8,2014,6,1,0.912410860433021
"7633",4.5,-73.976687,40.751561,-73.989815,40.756702,1,"433",0,3,2010,4,10,0.774362609907422
"7634",5.3,-73.986557,40.77685,-73.976798,40.784955,1,"655",13,10,2010,2,18,0.758666958523438
"7635",8,-73.96802,40.800974,-73.974281,40.78358,1,"1432",10,12,2012,5,6,1.24703088004598
"7636",6.79,-74.102257,40.62058,-74.113213,40.582228,3,"292",3,10,2009,2,19,2.71451844189893
"7637",8.5,-73.981775,40.76365,-73.96337,40.771659,1,"1516",15,2,2013,5,28,1.11200977852084
"7638",7.7,-73.976865,40.762775,-73.975523,40.754978,1,"524",13,6,2010,4,9,0.543888290122773
"7639",10.9,-74.001846,40.724359,-73.980046,40.765565,2,"604",19,8,2010,7,28,3.07068020446303
"7640",5.3,-73.974292,40.76254,-73.9824,40.76831,2,"938",13,7,2011,7,30,0.582858064046495
"7641",10.9,-73.999505,40.725002,-73.973262,40.76329,0,"1112",16,1,2012,7,21,2.9842064145251
"7642",15.99,-73.973877,40.747534,-73.969149,40.693105,1,"1542",21,3,2013,3,26,3.7730436878808
"7643",8.5,-73.976137,40.785681,-73.991875,40.759501,1,"267",22,9,2009,5,24,1.98971748722478
"7644",4.9,-73.997005,40.752452,-74.005507,40.739587,2,"465",9,4,2010,1,11,0.995186986283261
"7645",8.5,-74.00738,40.705212,-74.008145,40.731067,2,"1249",18,6,2012,4,6,1.78885873453983
"7646",6.1,-73.960225,40.770247,-73.973183,40.758788,1,"1324",9,8,2012,2,20,1.04360906433536
"7647",3.7,-73.986777,40.766513,-73.993768,40.761483,2,"406",20,2,2010,5,11,0.505174384945439
"7648",18.1,-73.988658,40.722538,-73.99424,40.69479,1,"969",0,8,2011,4,31,1.94153718981688
"7649",7.3,-73.95426,40.787315,-73.966392,40.8045,1,"1321",13,8,2012,6,17,1.34781421291231
"7650",8.5,-74.007662,40.725857,-73.993078,40.752522,1,"1906",22,3,2014,3,25,1.99654015080283
"7651",3.5,-73.968357,40.761527,-73.969862,40.760262,1,"1585",19,5,2013,4,8,0.117787559874655
"7652",8.5,-73.976532,40.75393,-73.992125,40.764282,1,"1609",13,6,2013,7,1,1.08636762098051
"7653",18.7,-73.968697,40.762037,-73.943543,40.676547,1,"2123",21,10,2014,3,28,6.05865993107497
"7654",9,-73.96802521,40.75542068,-73.98249817,40.73123169,2,"2202",21,1,2015,5,15,1.83705934986926
"7655",7,-74.0051,40.71983,-73.993047,40.725452,1,"1390",20,10,2012,5,25,0.741932630939511
"7656",6,-73.981458,40.779067,-73.969267,40.793522,1,"1572",21,4,2013,5,25,1.18632914470148
"7657",8,-73.981867,40.773015,-73.953952,40.765682,2,"2049",7,8,2014,6,15,1.54782733001427
"7658",12.5,-73.97320557,40.7953186,-73.98204803,40.76684189,1,"2192",15,1,2015,2,5,2.02347029292594
"7659",15.7,-73.964859,40.806023,-73.920174,40.775725,1,"249",22,9,2009,1,6,3.14137421289423
"7660",6.5,-73.999013,40.745707,-74.006505,40.740535,1,"463",11,4,2010,6,9,0.531173325223969
"7661",20.5,-73.989695,40.72339,-73.982443,40.779805,3,"710",23,12,2010,1,12,3.92072534982725
"7662",5.5,-73.965142,40.75543,-73.972818,40.75257,2,"1852",8,1,2014,5,30,0.448227134191014
