fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,pickup_date,pickup_day,pickup_hour,pickup_month,pickup_year,pickup_day_of_week,trip_distance
7.3,-73.961119,40.768842,-73.979874,40.765502000000005,1.0,783.0,25.0,7.0,2.0,2011.0,5,1.0081999985961023
6.1,-73.972233,40.760360999999996,-73.978441,40.753108000000005,1.0,879.0,2.0,10.0,6.0,2011.0,4,0.5972453295806177
5.7,-74.007548,40.73312,-73.994962,40.740840000000006,6.0,890.0,13.0,9.0,6.0,2011.0,1,0.8477521494887966
8.0,-73.997552,40.7367,-74.008082,40.722687,1.0,1802.0,12.0,9.0,12.0,2013.0,4,1.1141780207133947
8.1,-73.957492,40.782895,-73.952652,40.808062,5.0,1149.0,28.0,8.0,2.0,2012.0,2,1.7572044450503588
8.0,-73.99709,40.743905,-73.985962,40.726632,1.0,1873.0,21.0,1.0,2.0,2014.0,5,1.3280592676604688
7.5,-74.00610352,40.73495865,-74.00343323,40.74752045,2.0,2219.0,3.0,15.0,2.0,2015.0,2,0.8791215278672426
11.9,-73.946714,40.780728,-73.957548,40.8116,1.0,57.0,27.0,17.0,2.0,2009.0,5,2.20704155871837
6.5,-73.971815,40.757395,-73.989667,40.739922,1.0,610.0,4.0,23.0,9.0,2010.0,6,1.5266545565634813
16.78,-73.78191,40.644682,-73.801327,40.731537,5.0,1501.0,14.0,7.0,2.0,2013.0,4,6.0867129644170825
8.5,-73.99093,40.75561,-73.97108,40.755559999999996,1.0,2021.0,19.0,20.0,7.0,2014.0,6,1.0389207413903891
7.5,-74.012326,40.718803,-74.009885,40.738737,2.0,2170.0,15.0,12.0,12.0,2014.0,1,1.3832237589262075
8.55,-73.97550201,40.73303604,-73.91514587,40.77595901,1.0,2349.0,13.0,2.0,6.0,2015.0,6,4.332958440684405
5.3,-73.96130500000001,40.777390000000004,-73.971047,40.788086,1.0,713.0,16.0,16.0,12.0,2010.0,4,0.8977297127910554
8.0,-73.990689,40.775115,-73.96953,40.790091,1.0,1999.0,27.0,15.0,6.0,2014.0,5,1.5152838981290626
10.0,-73.984625,40.728137,-74.00573299999999,40.725652000000004,1.0,2064.0,31.0,16.0,8.0,2014.0,0,1.1184901519278205
9.5,-73.98895,40.72912,-73.96885,40.75423,1.0,2071.0,7.0,2.0,9.0,2014.0,0,2.029078608298117
9.09,-74.007858,40.704962,-73.97336999999999,40.784877,1.0,1434.0,9.0,6.0,12.0,2012.0,0,5.809235173910634
19.5,-73.95966,40.773896,-73.98200899999999,40.759665000000005,1.0,1590.0,14.0,12.0,5.0,2013.0,2,1.5279303124545955
5.0,-73.99332199999999,40.762787,-73.984073,40.775158000000005,1.0,1601.0,25.0,11.0,5.0,2013.0,6,0.9822624751223505
7.5,-73.985455,40.738434999999996,-74.00527199999999,40.728092,4.0,1621.0,14.0,0.0,6.0,2013.0,5,1.2598333998703
2.5,-74.014445,40.708299,-74.014387,40.708265999999995,1.0,305.0,2.0,12.0,11.0,2009.0,1,0.003798287997668268
7.7,-73.982475,40.773317999999996,-73.954803,40.765288,2.0,609.0,3.0,12.0,9.0,2010.0,5,1.5506600119773382
10.5,-73.994023,40.75131,-73.97018800000001,40.767152,1.0,1325.0,22.0,12.0,8.0,2012.0,3,1.6595604533091344
8.5,-74.004563,40.742105,-73.98621800000001,40.759312,1.0,1330.0,27.0,15.0,8.0,2012.0,1,1.5282251151527366
17.5,-74.01558299999999,40.7105,-73.990945,40.745737,2.0,1356.0,22.0,14.0,9.0,2012.0,6,2.7553023046559995
10.5,-73.982352,40.772819,-74.003066,40.734326,1.0,576.0,1.0,19.0,8.0,2010.0,0,2.872097187917736
5.3,-73.97684699999999,40.764821000000005,-73.97663399999999,40.777423,1.0,752.0,25.0,6.0,1.0,2011.0,2,0.8707854121898954
5.5,-73.97529300000001,40.750609999999995,-73.988578,40.757962,1.0,1676.0,8.0,23.0,8.0,2013.0,4,0.8611146031022288
9.5,-73.996985,40.762741999999996,-73.971677,40.792266999999995,1.0,1923.0,12.0,2.0,4.0,2014.0,6,2.4320502011850866
9.29,-73.993521,40.754028000000005,-73.876663,40.771307,1.0,2048.0,15.0,22.0,8.0,2014.0,5,6.230938478694503
2.9,-74.003445,40.732437,-74.00513000000001,40.728967,1.0,47.0,17.0,8.0,2.0,2009.0,2,0.2554705505521661
9.3,-73.988054,40.749987,-73.993134,40.762749,1.0,1022.0,24.0,19.0,10.0,2011.0,1,0.9209811620892947
5.0,-73.987105,40.72936,-73.988877,40.73679,1.0,1682.0,14.0,15.0,8.0,2013.0,3,0.5216791677630229
11.5,-73.969137,40.790757,-73.982382,40.764247,3.0,2077.0,13.0,14.0,9.0,2014.0,6,1.958374606946158
10.9,-73.98221,40.770825,-73.978598,40.736686999999996,1.0,87.0,29.0,14.0,3.0,2009.0,0,2.3662720481753388
3.7,-73.950947,40.777556,-73.957758,40.776663,1.0,219.0,8.0,13.0,8.0,2009.0,6,0.36166259533736916
6.9,-73.960537,40.772662,-73.955403,40.769355,1.0,650.0,14.0,18.0,10.0,2010.0,4,0.3526714755550946
7.7,-74.007069,40.728321,-73.99153299999999,40.755107,2.0,1243.0,1.0,7.0,6.0,2012.0,5,2.0215508902718144
11.0,-73.944839,40.783173,-73.97151099999999,40.750811999999996,2.0,2174.0,19.0,8.0,12.0,2014.0,5,2.635798404292312
8.1,-73.966287,40.753492,-73.991692,40.749765000000004,1.0,605.0,30.0,5.0,8.0,2010.0,1,1.3544380710237545
14.9,-73.872547,40.774175,-73.946175,40.766027,1.0,1165.0,15.0,15.0,3.0,2012.0,4,3.893636194015491
6.5,-74.003502,40.732532,-73.99855,40.745259999999995,1.0,1418.0,23.0,21.0,11.0,2012.0,5,0.9168352271249937
13.62,-73.78743,40.647653000000005,-73.929838,40.705985999999996,1.0,2133.0,8.0,22.0,11.0,2014.0,6,8.48109114171677
6.5,-73.98703003,40.75565338,-73.98738861,40.76867294,1.0,2239.0,23.0,1.0,2.0,2015.0,1,0.8997604007315871
6.9,-73.94795699999999,40.776494,-73.966223,40.762076,1.0,289.0,17.0,13.0,10.0,2009.0,6,1.3805688198888637
4.5,-73.974591,40.755724,-73.979558,40.762519,1.0,521.0,7.0,14.0,6.0,2010.0,1,0.5366509934000783
5.3,-74.010177,40.720079999999996,-74.011465,40.70773,2.0,770.0,12.0,13.0,2.0,2011.0,6,0.8559645444596055
10.0,-73.978099,40.75365,-73.993762,40.753485,1.0,1416.0,21.0,16.0,11.0,2012.0,3,0.8198787305090544
14.5,-73.986038,40.722485,-73.99235999999999,40.753659999999996,1.0,1746.0,17.0,10.0,10.0,2013.0,4,2.1792635965017872
4.1,-73.96217800000001,40.81028,-73.963482,40.803463,1.0,689.0,22.0,10.0,11.0,2010.0,1,0.47592060080104526
16.1,-73.994473,40.680807,-73.9495,40.69529,1.0,881.0,4.0,1.0,6.0,2011.0,6,2.559889182544401
7.5,-74.00344,40.732032000000004,-73.988147,40.740035,2.0,1639.0,2.0,21.0,7.0,2013.0,2,0.9730313640506163
10.5,-73.982332,40.756565,-73.970672,40.759027,6.0,2140.0,15.0,17.0,11.0,2014.0,6,0.6335097089181659
3.7,-74.000147,40.730452,-73.90843199999999,40.64581,1.0,610.0,4.0,3.0,9.0,2010.0,6,7.569023863010678
6.0,-73.957911,40.765104,-73.955396,40.779476,1.0,1413.0,18.0,19.0,11.0,2012.0,0,1.0016912501525104
4.1,-73.980327,40.738409999999995,-73.974678,40.74187,1.0,996.0,28.0,19.0,9.0,2011.0,3,0.38027085569508307
10.5,-73.99327199999999,40.722406,-73.97412800000001,40.737212,1.0,1457.0,1.0,18.0,1.0,2013.0,2,1.4322119052951787
4.1,-73.99064399999999,40.756044,-73.981202,40.75987,1.0,98.0,9.0,7.0,4.0,2009.0,4,0.5604248890391192
15.5,-73.96678925,40.76421356,-73.98523712,40.72093582,1.0,2332.0,27.0,20.0,5.0,2015.0,3,3.142280453591682
8.5,-73.980828,40.732503,-73.985573,40.749722999999996,3.0,282.0,10.0,22.0,10.0,2009.0,6,1.2154404205264426
9.5,-73.99316400000001,40.740662,-73.977924,40.746184,2.0,1978.0,6.0,13.0,6.0,2014.0,5,0.8843205516099647
22.1,-73.990914,40.730197,-73.87670899999999,40.744374,1.0,1240.0,29.0,1.0,5.0,2012.0,2,6.058646507856599
6.5,-73.988043,40.759499,-73.986924,40.745909000000005,1.0,1335.0,1.0,21.0,9.0,2012.0,6,0.9408031457634123
10.0,-73.98730469,40.75036621,-73.96652985,40.76726151,1.0,2244.0,28.0,21.0,2.0,2015.0,6,1.595261941272992
4.9,-73.970588,40.756252,-73.964007,40.75705,1.0,5.0,6.0,9.0,1.0,2009.0,2,0.3488179261169669
10.1,-73.985632,40.727788000000004,-74.008016,40.708985,2.0,240.0,29.0,23.0,8.0,2009.0,6,1.7498181494887446
5.3,-73.994598,40.755795,-73.986817,40.76253,1.0,707.0,10.0,17.0,12.0,2010.0,5,0.618364465070167
15.5,-73.989487,40.77483,-73.98586800000001,40.757857,1.0,1474.0,18.0,17.0,1.0,2013.0,5,1.1879141166069567
10.5,-73.96502,40.801353000000006,-73.987677,40.765122,1.0,1713.0,14.0,12.0,9.0,2013.0,6,2.7697710538452456
9.3,-73.96794799999999,40.802316999999995,-73.98442,40.76808,1.0,468.0,15.0,10.0,4.0,2010.0,4,2.517617987053228
14.1,-73.995566,40.744246000000004,-74.004564,40.75121,3.0,545.0,1.0,1.0,7.0,2010.0,4,0.6733182423655375
12.0,-73.994502,40.749395,-73.97855799999999,40.754307,5.0,1684.0,16.0,14.0,8.0,2013.0,5,0.9009000932308046
15.5,-73.985782,40.740891999999995,-74.014002,40.714065000000005,6.0,1718.0,19.0,9.0,9.0,2013.0,4,2.370451963091776
13.32,-73.962841,40.77255,-73.915082,40.871675,1.0,83.0,25.0,14.0,3.0,2009.0,3,7.289904631601521
5.0,-73.985737,40.752825,-73.978833,40.763272,1.0,1557.0,11.0,15.0,4.0,2013.0,4,0.8072054558512807
12.2,-73.87293000000001,40.77414,-73.93878000000001,40.849540000000005,5.0,2107.0,13.0,22.0,10.0,2014.0,1,6.2448700433467215
6.46,-73.960123,40.742812,-73.984668,40.757723,1.0,380.0,16.0,15.0,1.0,2010.0,6,1.6468116117704032
4.5,-73.996753,40.742722,-73.99408000000001,40.738797999999996,2.0,386.0,22.0,17.0,1.0,2010.0,5,0.305103353904021
2.9,-73.984,40.761803,-73.984083,40.761645,2.0,604.0,29.0,3.0,8.0,2010.0,0,0.011749105309213541
10.9,-73.952015,40.769535,-73.987402,40.768582,1.0,827.0,11.0,5.0,4.0,2011.0,1,1.8528898979173516
10.1,-73.939399,40.805057,-73.978045,40.776171000000005,1.0,1074.0,15.0,21.0,12.0,2011.0,4,2.8408097526589544
4.5,-73.984195,40.754484999999995,-73.997407,40.756293,1.0,1240.0,29.0,23.0,5.0,2012.0,2,0.702688548892887
20.0,-73.92341,40.792778999999996,-73.973566,40.750246000000004,1.0,1613.0,6.0,19.0,6.0,2013.0,4,3.9400466467901736
17.5,-73.97808838,40.74199295,-73.98118591,40.69966888,1.0,2353.0,17.0,17.0,6.0,2015.0,3,2.9288057955119795
6.9,-73.976401,40.728819,-73.989756,40.736841999999996,1.0,300.0,28.0,15.0,10.0,2009.0,3,0.8922962164296266
11.7,-74.01056,40.713423,-74.008287,40.748883,1.0,301.0,29.0,19.0,10.0,2009.0,4,2.4529379626936603
11.3,-74.006958,40.71967,-73.97305,40.752758,1.0,382.0,18.0,17.0,1.0,2010.0,1,2.894455886299663
6.9,-73.98982099999999,40.75683,-73.98992700000001,40.775923,1.0,660.0,24.0,23.0,10.0,2010.0,0,1.3192105160092695
4.9,-74.00373499999999,40.748194,-73.992584,40.7567,1.0,867.0,21.0,21.0,5.0,2011.0,6,0.8282812872149994
6.0,-73.974512,40.750762,-73.981915,40.743425,1.0,1731.0,2.0,20.0,10.0,2013.0,3,0.6380828474963622
7.61,-73.788625,40.641389000000004,-73.740189,40.71396,1.0,2150.0,25.0,18.0,11.0,2014.0,2,5.619919005960338
16.1,-73.993445,40.692085,-73.978229,40.746606,2.0,1098.0,8.0,13.0,1.0,2012.0,0,3.8503870426882725
4.9,-74.002832,40.735628999999996,-73.998659,40.745047,1.0,1139.0,18.0,21.0,2.0,2012.0,6,0.6864120672069968
16.0,-73.954145,40.76988,-73.954083,40.770221,1.0,1741.0,12.0,21.0,10.0,2013.0,6,0.02378311946958525
7.5,-73.97471619,40.74164581,-73.96984863,40.75777054,1.0,2235.0,19.0,8.0,2.0,2015.0,4,1.1428726053193106
4.5,-73.977763,40.745976,-73.968999,40.754283,1.0,276.0,4.0,0.0,10.0,2009.0,0,0.734752775424534
4.9,-73.990643,40.723463,-73.992508,40.715441999999996,1.0,810.0,24.0,13.0,3.0,2011.0,4,0.5627372207967565
8.9,-74.016001,40.714712,-74.00009200000001,40.740601,1.0,1108.0,18.0,13.0,1.0,2012.0,3,1.9732055290700978
16.5,-73.993661,40.721173,-73.987605,40.780269,2.0,275.0,3.0,18.0,10.0,2009.0,6,4.095424755169456
10.5,-73.984638,40.743702,-73.977292,40.754661999999996,1.0,1775.0,15.0,16.0,11.0,2013.0,5,0.8492926997869061
10.5,-73.996075,40.734123,-73.977147,40.752378,3.0,124.0,5.0,8.0,5.0,2009.0,2,1.6039463364046858
6.1,-73.97019,40.789203,-73.990362,40.760827,1.0,617.0,11.0,20.0,9.0,2010.0,6,2.226637826283497
7.7,-73.982098,40.762547,-73.958567,40.774637,1.0,621.0,15.0,19.0,9.0,2010.0,3,1.4879404194565324
8.5,-73.957622,40.765852,-73.987732,40.779499,2.0,1098.0,8.0,23.0,1.0,2012.0,0,1.836108362628696
4.5,-74.0005188,40.74775696,-73.99329376,40.74480438,1.0,2311.0,6.0,22.0,5.0,2015.0,3,0.42971157997261505
12.9,-74.0009,40.7259,-73.9757,40.755,1.0,1073.0,14.0,10.0,12.0,2011.0,3,2.4047724060864897
6.5,-73.96247,40.759066,-73.947538,40.779437,1.0,1884.0,4.0,21.0,3.0,2014.0,2,1.6098359010748136
7.3,-73.971238,40.792629999999996,-73.982512,40.769128,1.0,584.0,9.0,15.0,8.0,2010.0,1,1.727638905510311
3.7,-73.98867800000001,40.763709999999996,-73.993688,40.75698,1.0,935.0,28.0,23.0,7.0,2011.0,4,0.5338257938780736
15.0,-74.004115,40.741932,-73.991907,40.714877,1.0,1782.0,22.0,22.0,11.0,2013.0,5,1.9755866060017262
14.42,-73.990178,40.700795,-73.980115,40.780339,1.0,268.0,26.0,18.0,9.0,2009.0,6,5.521149101417676
5.7,-73.989175,40.721509999999995,-73.982128,40.736092,2.0,1287.0,15.0,0.0,7.0,2012.0,0,1.0729575437317218
4.5,-73.955205,40.777665,-73.95487800000001,40.78249,2.0,1471.0,15.0,9.0,1.0,2013.0,2,0.3338139899926899
6.5,-73.964529,40.773537,-73.968182,40.762557,1.0,1508.0,21.0,15.0,2.0,2013.0,4,0.7823569387327524
12.9,-74.01394300000001,40.708375,-73.996285,40.745262,1.0,274.0,2.0,8.0,10.0,2009.0,5,2.7111729869468717
11.97,-73.99004000000001,40.734885,-73.97373499999999,40.656105,1.0,297.0,25.0,16.0,10.0,2009.0,0,5.50978121881929
4.9,-74.01511500000001,40.709767,-74.005215,40.71915,1.0,468.0,15.0,7.0,4.0,2010.0,4,0.8301246346767105
8.1,-73.96915,40.762452,-73.95638000000001,40.780173,1.0,622.0,16.0,19.0,9.0,2010.0,4,1.3948676867929295
5.3,-73.991122,40.717347,-73.98468000000001,40.729623,1.0,862.0,16.0,22.0,5.0,2011.0,1,0.9128058486351387
10.1,-73.982135,40.763287,-73.980928,40.738017,5.0,1142.0,21.0,21.0,2.0,2012.0,2,1.7471309502611159
5.5,-73.981202,40.781368,-73.974634,40.793337,1.0,1764.0,4.0,14.0,11.0,2013.0,1,0.8955161382212408
13.5,-73.94591522,40.77778625,-73.97301483,40.75564575,1.0,2334.0,29.0,8.0,5.0,2015.0,5,2.085953721209081
5.5,-73.94938,40.78125,-73.957757,40.769782,6.0,1515.0,28.0,20.0,2.0,2013.0,4,0.9055111286367805
9.5,-73.96419,40.807675,-73.981977,40.778595,1.0,1937.0,26.0,8.0,4.0,2014.0,6,2.2142025718222595
3.7,-73.98149699999999,40.778775,-73.97466999999999,40.788115000000005,1.0,499.0,16.0,11.0,5.0,2010.0,0,0.7375763421128735
8.9,-73.99405300000001,40.761682,-73.981332,40.779216999999996,1.0,616.0,10.0,13.0,9.0,2010.0,5,1.382368304677601
9.0,-73.978127,40.752717,-73.982137,40.768527,2.0,1870.0,18.0,7.0,2.0,2014.0,2,1.1123415841125068
6.5,-73.96611700000001,40.756452,-73.952718,40.775952000000004,2.0,337.0,4.0,0.0,12.0,2009.0,5,1.518850973713585
10.75,-73.97905300000001,40.762269,-73.78609300000001,40.639043,1.0,545.0,1.0,4.0,7.0,2010.0,4,13.215593162134237
15.3,-73.970602,40.756471999999995,-74.004532,40.705365,5.0,1299.0,27.0,14.0,7.0,2012.0,5,3.9528443644132882
9.5,-73.988557,40.769020000000005,-73.974813,40.761839,1.0,1434.0,9.0,14.0,12.0,2012.0,0,0.8737659804895856
10.5,-73.97483100000001,40.750458,-73.973341,40.759234,1.0,1556.0,10.0,11.0,4.0,2013.0,3,0.6113573077217224
15.0,-73.957473,40.785543,-73.98038000000001,40.753149,1.0,1712.0,13.0,13.0,9.0,2013.0,5,2.538971801897372
10.0,-73.996328,40.763605,-73.978679,40.75241,1.0,1936.0,25.0,17.0,4.0,2014.0,5,1.2047802460739092
11.5,-73.99141693,40.76515579,-73.97127533,40.79269409,1.0,2219.0,3.0,13.0,2.0,2015.0,2,2.175045764338685
5.7,-73.959,40.781,-73.9503,40.7754,0.0,891.0,14.0,10.0,6.0,2011.0,2,0.597415587129604
13.5,-73.972487,40.786017,-73.953343,40.767509999999994,1.0,1616.0,9.0,14.0,6.0,2013.0,0,1.6243128362913686
7.5,-73.989698,40.747087,-73.98015500000001,40.760303,1.0,2124.0,30.0,7.0,10.0,2014.0,4,1.040816324304895
5.4,-73.96614,40.761601,-73.955238,40.777421000000004,1.0,55.0,25.0,5.0,2.0,2009.0,3,1.2329684198098922
20.1,-74.004525,40.716207,-73.94638,40.779809,1.0,904.0,27.0,12.0,6.0,2011.0,1,5.345524442594505
11.3,-73.997412,40.721387,-73.99735,40.679297,1.0,1304.0,1.0,22.0,8.0,2012.0,3,2.908139862856895
7.38,-73.970052,40.797284999999995,-73.998235,40.717039,1.0,1603.0,27.0,14.0,5.0,2013.0,1,5.737310994434592
8.0,-73.977453,40.753267,-73.986547,40.756454999999995,1.0,1739.0,10.0,8.0,10.0,2013.0,4,0.5244670545158125
11.7,-73.97492,40.762404,-73.98562700000001,40.758071,1.0,1067.0,8.0,18.0,12.0,2011.0,4,0.6353091919486016
5.3,-73.96162199999999,40.770345,-73.954335,40.783646999999995,1.0,285.0,13.0,8.0,10.0,2009.0,2,0.9950230678890571
10.1,-73.97346,40.784643,-74.008237,40.748808000000004,1.0,527.0,13.0,11.0,6.0,2010.0,0,3.07282890380698
15.5,-73.97842800000001,40.745195,-73.97036999999999,40.796467,3.0,1644.0,7.0,2.0,7.0,2013.0,0,3.567557441273685
15.3,-74.005459,40.739213,-73.952004,40.692827,2.0,1151.0,1.0,0.0,3.0,2012.0,4,4.2554045931280395
8.1,-74.01522,40.709907,-74.003075,40.727847,1.0,1150.0,29.0,19.0,2.0,2012.0,3,1.3931763370090617
4.5,-73.95979309,40.7737999,-73.95323181,40.77838516,1.0,2314.0,9.0,17.0,5.0,2015.0,6,0.4671446809617588
7.0,-73.97883,40.75495,-73.97238,40.7668,6.0,2067.0,3.0,17.0,9.0,2014.0,3,0.8856097678872926
6.5,-73.863127,40.769827,-73.858705,40.7687,2.0,789.0,3.0,15.0,3.0,2011.0,4,0.24414307344898487
11.7,-73.969448,40.763293,-74.004912,40.740840000000006,1.0,989.0,21.0,17.0,9.0,2011.0,3,2.4191442477772855
4.1,-73.951739,40.769554,-73.97421899999999,40.756083000000004,1.0,81.0,23.0,12.0,3.0,2009.0,1,1.500103423031247
8.5,-73.97438049,40.75627136,-73.99079132,40.7701416,1.0,2251.0,7.0,23.0,3.0,2015.0,6,1.2868499617668316
9.3,-73.972667,40.764078000000005,-73.95966999999999,40.781268,1.0,417.0,23.0,14.0,2.0,2010.0,2,1.3686324177739497
8.9,-73.992035,40.754625,-73.957227,40.782807,1.0,866.0,20.0,9.0,5.0,2011.0,5,2.6662994729746488
12.5,-73.996962,40.724002,-73.965287,40.759287,1.0,1920.0,9.0,0.0,4.0,2014.0,3,2.9484135908788325
4.0,-73.99554499999999,40.744417,-74.00576,40.748477,3.0,1933.0,22.0,11.0,4.0,2014.0,2,0.6038250190837459
14.5,-73.99742126,40.72126389,-73.95628357,40.72932816,1.0,2222.0,6.0,22.0,2.0,2015.0,5,2.224953588462311
4.9,-73.99481800000001,40.734536,-74.004083,40.740489000000004,1.0,699.0,2.0,19.0,12.0,2010.0,4,0.6359620039123527
5.5,-73.97412299999999,40.76298,-73.976112,40.754882,1.0,1883.0,3.0,11.0,3.0,2014.0,1,0.5691186217518983
8.1,-74.00115500000001,40.731577,-73.97612,40.728772,2.0,690.0,23.0,22.0,11.0,2010.0,2,1.32503988576895
4.1,-74.01679200000001,40.70933,-74.01299300000001,40.716157,1.0,930.0,23.0,11.0,7.0,2011.0,6,0.5119439261814462
6.1,-73.973777,40.760926,-73.98799100000001,40.745584,1.0,1158.0,8.0,17.0,3.0,2012.0,4,1.2950456857613735
9.5,-73.983478,40.738245,-73.970174,40.764114,1.0,1832.0,11.0,14.0,1.0,2014.0,6,1.9182335756732305
4.9,-73.952729,40.772462,-73.950727,40.785707,1.0,309.0,6.0,0.0,11.0,2009.0,5,0.9211159337508665
7.0,-73.965041,40.761803,-73.976516,40.753948,4.0,1453.0,28.0,22.0,12.0,2012.0,5,0.8094612096030803
12.5,-74.01126862,40.71072769,-73.99488831,40.74628448,1.0,2339.0,3.0,21.0,6.0,2015.0,3,2.6021428915716007
5.7,-74.006113,40.733796999999996,-74.008077,40.716722999999995,4.0,157.0,7.0,17.0,6.0,2009.0,0,1.1841734090606841
4.1,-74.00747199999999,40.73302,-74.007324,40.741174,1.0,1135.0,14.0,7.0,2.0,2012.0,2,0.5634402492676515
9.5,-73.97965699999999,40.749552,-73.972847,40.760042,1.0,1732.0,3.0,22.0,10.0,2013.0,4,0.8076880304268683
16.61,-73.78936,40.642657,-73.971665,40.786952,1.0,2057.0,24.0,21.0,8.0,2014.0,0,13.80397224678875
6.0,-73.97280121,40.76467896,-73.97176361,40.75688553,1.0,2249.0,5.0,18.0,3.0,2015.0,4,0.5412050842031648
4.9,-73.927398,40.744415000000004,-73.914962,40.7445,1.0,962.0,24.0,17.0,8.0,2011.0,3,0.6510143582599007
8.5,-74.010025,40.720967,-74.009602,40.706362,6.0,1941.0,30.0,2.0,4.0,2014.0,3,1.009351146650757
11.5,-73.980347,40.734538,-73.953315,40.767571000000004,1.0,1539.0,24.0,11.0,3.0,2013.0,0,2.685353273655496
16.56,-74.005572,40.706638,-73.94991,40.785521,1.0,1829.0,8.0,15.0,1.0,2014.0,3,6.180219828123399
12.05,-73.989226,40.736471,-73.872512,40.774297,1.0,1837.0,16.0,17.0,1.0,2014.0,4,6.644234376197951
7.0,-73.98555756,40.76834488,-73.97431183,40.75500488,1.0,2227.0,11.0,6.0,2.0,2015.0,3,1.0935746941806292
7.7,-73.970543,40.762474,-73.977537,40.742774,2.0,759.0,1.0,17.0,2.0,2011.0,2,1.4095053994884947
4.5,-73.97001999999999,40.756498,-73.96045699999999,40.769953,1.0,961.0,23.0,19.0,8.0,2011.0,2,1.0557954893116972
6.5,-73.98132,40.744177,-73.976072,40.753755,2.0,1438.0,13.0,9.0,12.0,2012.0,4,0.7165240110895629
19.0,-73.980625,40.754042,-73.938852,40.675385,6.0,1643.0,6.0,12.0,7.0,2013.0,6,5.8584621628164175
16.0,-73.96829699999999,40.767691,-73.92761899999999,40.755198,1.0,1655.0,18.0,14.0,7.0,2013.0,4,2.2971718050702594
5.0,-73.997637,40.730032,-73.989552,40.727865,1.0,1655.0,18.0,15.0,7.0,2013.0,4,0.44902262322416364
16.5,-73.956551,40.786884,-73.975534,40.75493,1.0,2158.0,3.0,9.0,12.0,2014.0,3,2.420966481512207
12.71,-73.87289,40.774062,-73.936728,40.81577,5.0,468.0,15.0,16.0,4.0,2010.0,4,4.41074439900459
5.7,-73.9757,40.7454,-73.9884,40.7241,1.0,892.0,15.0,4.0,6.0,2011.0,3,1.614918895773707
8.9,-73.979173,40.752829999999996,-73.976228,40.785745,1.0,1152.0,2.0,0.0,3.0,2012.0,5,2.2794220153298754
6.0,-73.94675,40.77915,-73.9523,40.77816,1.0,2133.0,8.0,10.0,11.0,2014.0,6,0.298324488597674
8.5,-73.977325,40.750007000000004,-73.98440500000001,40.750937,1.0,2138.0,13.0,17.0,11.0,2014.0,4,0.3761131735451087
7.7,-73.972367,40.787877,-73.954915,40.803422999999995,1.0,161.0,11.0,22.0,6.0,2009.0,4,1.4096283985605973
18.5,-73.988284,40.750138,-73.947387,40.776069,1.0,335.0,2.0,11.0,12.0,2009.0,3,2.791174557101133
10.5,-73.978461,40.757428000000004,-73.999105,40.724837,1.0,418.0,24.0,15.0,2.0,2010.0,3,2.4977233895373057
10.5,-73.985022,40.768582,-73.98250999999999,40.751863,1.0,1024.0,26.0,13.0,10.0,2011.0,3,1.1626279185038744
12.97,-73.98191899999999,40.746088,-73.935148,40.85225,2.0,1835.0,14.0,19.0,1.0,2014.0,2,7.732263576068792
15.0,-73.95644300000001,40.78385,-73.97191600000001,40.759691,1.0,2158.0,3.0,16.0,12.0,2014.0,3,1.8552142723838427
10.23,-73.983307,40.758212,-73.862023,40.768626,3.0,273.0,1.0,11.0,10.0,2009.0,4,6.387703487560036
9.3,-73.98217,40.76851,-73.96118,40.756707,5.0,293.0,21.0,14.0,10.0,2009.0,3,1.368093032999428
20.9,-73.998264,40.719813,-74.026719,40.635089,1.0,411.0,17.0,20.0,2.0,2010.0,3,6.040769335965261
7.0,-73.996119,40.764269,-73.991497,40.751259000000005,1.0,2004.0,2.0,12.0,7.0,2014.0,3,0.9308835135068353
5.3,-73.99504300000001,40.734239,-73.987326,40.747565,1.0,318.0,15.0,9.0,11.0,2009.0,0,1.005465408762662
4.9,-73.985182,40.750562,-73.98056700000001,40.758415,2.0,442.0,20.0,17.0,3.0,2010.0,6,0.5939257952654505
18.67,-74.00802,40.706453,-73.972196,40.799571,1.0,1506.0,19.0,19.0,2.0,2013.0,2,6.701489932800644
7.21,-73.982252,40.771425,-73.98043299999999,40.608047,2.0,1986.0,14.0,0.0,6.0,2014.0,6,11.288731501663811
8.9,-73.994342,40.751282,-73.977793,40.758575,1.0,543.0,29.0,12.0,6.0,2010.0,2,1.0020663940426804
5.3,-73.98526,40.768002,-73.986937,40.750753,1.0,889.0,12.0,3.0,6.0,2011.0,0,1.1950180529314804
6.9,-73.982242,40.768878,-73.959997,40.763577000000005,5.0,1040.0,11.0,21.0,11.0,2011.0,5,1.2203395222818076
4.5,-73.98443499999999,40.748672,-73.987735,40.747332,2.0,1674.0,6.0,14.0,8.0,2013.0,2,0.19598402067247664
14.6,-74.00101471,40.741668700000005,-73.95314026,40.78879547,1.0,2347.0,11.0,16.0,6.0,2015.0,4,4.108408940402791
12.9,-73.993183,40.727967,-73.9939,40.68659,1.0,319.0,16.0,18.0,11.0,2009.0,1,2.859121149210602
10.5,-73.987437,40.765229999999995,-74.00304,40.734246999999996,1.0,1489.0,2.0,13.0,2.0,2013.0,6,2.2912189886092102
